match_id,season,batting_team,bowling_team,target,won,avg_pressure,max_pressure,avg_win_prob,total_wickets,final_score
501262,2011,Kolkata Knight Riders,Pune Warriors,118,1,-4.038538464822743,-1.2750000000000004,0.7184891,3,119
501263,2011,Rajasthan Royals,Mumbai Indians,133,1,-4.647279502994272,-0.6600000000000001,0.94708806,0,134
501264,2011,Punjab Kings,Sunrisers Hyderabad,198,0,11.500301378390178,75.89473684210526,0.07113065,10,116
501266,2011,Royal Challengers Bengaluru,Chennai Super Kings,128,1,-1.6660620580371597,3.0366642703091307,0.9348605,2,129
501267,2011,Mumbai Indians,Kolkata Knight Riders,175,1,3.1793724793522316,11.842105263157896,0.62798315,5,172
501268,2011,Chennai Super Kings,Royal Challengers Bengaluru,175,1,5.569388720154281,9.582985821517934,0.5790938,4,177
501269,2011,Mumbai Indians,Kolkata Knight Riders,147,1,-2.71980728391645,-0.1800000000000006,0.9892794,6,148
501270,2011,Mumbai Indians,Royal Challengers Bengaluru,185,0,12.867456292522585,250.8403361344538,0.1860348,8,142
501271,2011,Royal Challengers Bengaluru,Chennai Super Kings,205,0,19.005419960999017,376.890756302521,0.028352508,8,141
548306,2012,Mumbai Indians,Chennai Super Kings,112,1,-3.8984921118329825,0.5866283249460817,0.9975566,3,115
548307,2012,Delhi Capitals,Kolkata Knight Riders,97,1,-5.11221044436238,-1.2777777777777777,0.9914602,2,100
548308,2012,Mumbai Indians,Pune Warriors,129,0,8.703632857448019,168.9579831932773,0.12851752,9,100
548309,2012,Punjab Kings,Rajasthan Royals,191,0,9.93043031914855,190.03361344537814,0.13744399,9,158
548310,2012,Delhi Capitals,Royal Challengers Bengaluru,157,0,5.568734591061421,119.14285714285714,0.18719052,7,136
548311,2012,Sunrisers Hyderabad,Chennai Super Kings,193,0,6.097352464698789,19.185608223872073,0.05314958,10,119
548312,2012,Kolkata Knight Riders,Rajasthan Royals,164,0,9.01205367119297,124.84033613445378,0.055736315,9,142
548313,2012,Punjab Kings,Pune Warriors,166,0,11.196856263303422,130.78991596638656,0.039042093,8,143
548314,2012,Mumbai Indians,Sunrisers Hyderabad,138,1,4.665684711850161,13.435897435897436,0.69842553,5,136
548315,2012,Royal Challengers Bengaluru,Kolkata Knight Riders,165,0,15.438967502518274,245.7983193277311,0.09497104,8,123
548316,2012,Delhi Capitals,Chennai Super Kings,110,1,-4.806247719192194,-3.137485311398355,0.9936802,2,111
548317,2012,Rajasthan Royals,Mumbai Indians,197,0,6.19646594439537,72.35593220338983,0.21230267,10,170
548318,2012,Chennai Super Kings,Royal Challengers Bengaluru,205,1,5.3794202623854,13.936613844870728,0.9331805,5,203
548319,2012,Punjab Kings,Pune Warriors,115,1,-0.7196005346432093,1.6975881261595545,0.9759132,3,116
548320,2012,Kolkata Knight Riders,Rajasthan Royals,131,1,0.11379748227733717,2.0463936208771294,0.8880397,5,137
548321,2012,Delhi Capitals,Sunrisers Hyderabad,157,1,1.0281037017072565,5.771428571428571,0.43484476,5,162
548322,2012,Pune Warriors,Chennai Super Kings,155,1,0.2757918688737584,4.471153846153846,0.8524806,3,156
548323,2012,Kolkata Knight Riders,Punjab Kings,134,0,0.07647718360882527,11.394957983193276,0.39825034,7,131
548324,2012,Royal Challengers Bengaluru,Rajasthan Royals,195,0,15.73532910194978,347.14285714285717,0.19340572,10,136
548325,2012,Delhi Capitals,Mumbai Indians,92,1,-3.1406610954594134,-0.6594982078853047,0.9974849,3,93
548326,2012,Rajasthan Royals,Sunrisers Hyderabad,196,1,1.6451597112386576,5.699443413729128,0.67881453,5,197
548327,2012,Royal Challengers Bengaluru,Pune Warriors,182,1,5.068438571225356,14.295652173913044,0.38050523,4,180
548328,2012,Kolkata Knight Riders,Punjab Kings,124,1,-2.809284072284211,0.23529411764705888,0.9510441,2,127
548329,2012,Delhi Capitals,Sunrisers Hyderabad,187,1,-3.4644853851371673,1.1243204059441823,0.7707614,1,193
548330,2012,Pune Warriors,Chennai Super Kings,164,0,4.339429257134774,82.4873949579832,0.2322334,7,149
548331,2012,Royal Challengers Bengaluru,Punjab Kings,163,1,1.346242625351408,4.859838274932614,0.52952594,5,166
548332,2012,Chennai Super Kings,Rajasthan Royals,146,1,0.39916361876253553,2.8269230769230766,0.87264276,3,145
548333,2012,Delhi Capitals,Pune Warriors,192,0,6.162668292604281,117.3781512605042,0.20133075,7,171
548334,2012,Punjab Kings,Mumbai Indians,163,1,1.3602133328129165,4.882882882882882,0.6053308,4,164
548335,2012,Kolkata Knight Riders,Sunrisers Hyderabad,126,0,-0.564016174059649,2.0,0.5354804,5,127
548336,2012,Rajasthan Royals,Royal Challengers Bengaluru,189,0,13.227011139601812,268.78991596638656,0.12672402,6,143
548337,2012,Delhi Capitals,Pune Warriors,146,1,-4.493073211323849,0.4227174694464413,0.9369696,2,148
548339,2012,Mumbai Indians,Punjab Kings,168,1,3.579664991414434,7.888888888888889,0.37962753,6,171
548341,2012,Pune Warriors,Sunrisers Hyderabad,177,0,7.409167354259242,106.03361344537815,0.29950023,7,158
548342,2012,Mumbai Indians,Delhi Capitals,207,0,10.043798438600577,213.42857142857142,0.0081719635,8,170
548343,2012,Chennai Super Kings,Punjab Kings,156,0,3.5804201247108494,46.588235294117645,0.25834358,8,147
548344,2012,Royal Challengers Bengaluru,Kolkata Knight Riders,190,0,16.364076974521403,274.78991596638656,0.10836594,6,143
548345,2012,Rajasthan Royals,Delhi Capitals,152,0,1.4660458266554037,10.666666666666668,0.40881553,2,151
548346,2012,Mumbai Indians,Sunrisers Hyderabad,100,1,-0.3028173599993853,2.7777777777777777,0.99764246,5,101
548347,2012,Kolkata Knight Riders,Chennai Super Kings,139,1,0.5137577892986475,2.883116883116883,0.8808973,5,140
548348,2012,Pune Warriors,Sunrisers Hyderabad,186,0,6.305005026898837,75.32773109243698,0.07890008,5,172
548349,2012,Delhi Capitals,Rajasthan Royals,141,1,-4.912312971968067,0.14234363767074054,0.9468729,4,144
548350,2012,Punjab Kings,Royal Challengers Bengaluru,158,1,-2.648967853269433,-0.07341490545049911,0.9355867,6,163
548351,2012,Pune Warriors,Mumbai Indians,120,0,2.7513749720387954,36.30252100840336,0.1828527,6,113
548352,2012,Sunrisers Hyderabad,Chennai Super Kings,160,0,4.559070725726168,58.48739495798319,0.43056864,5,149
548353,2012,Pune Warriors,Kolkata Knight Riders,150,0,2.376910591168651,34.78991596638655,0.04599812,8,143
548354,2012,Punjab Kings,Rajasthan Royals,177,0,13.278794336963616,263.34453781512605,0.14234233,8,132
548355,2012,Mumbai Indians,Chennai Super Kings,173,1,2.6171898838266214,17.794871794871796,0.68661946,8,170
548356,2012,Royal Challengers Bengaluru,Sunrisers Hyderabad,181,1,2.0944333923482152,7.061052631578947,0.56373745,5,185
548357,2012,Kolkata Knight Riders,Delhi Capitals,153,1,-2.4357003452629438,1.9038461538461542,0.8081416,4,154
548358,2012,Rajasthan Royals,Pune Warriors,125,1,-2.8584413762653638,4.421279654924515,0.93453985,3,126
548359,2012,Sunrisers Hyderabad,Punjab Kings,170,0,8.78637074811696,148.73949579831933,0.0891485,8,144
548360,2012,Royal Challengers Bengaluru,Mumbai Indians,141,1,0.8922720403919513,5.156862745098039,0.92317617,1,142
548361,2012,Chennai Super Kings,Rajasthan Royals,126,1,2.117286117385749,6.840000000000001,0.5709124,6,127
548362,2012,Pune Warriors,Royal Challengers Bengaluru,173,0,9.665754171385608,209.0924369747899,0.15290867,9,137
548363,2012,Kolkata Knight Riders,Mumbai Indians,182,0,11.152701882506467,178.38655462184875,0.122173585,4,151
548364,2012,Chennai Super Kings,Delhi Capitals,114,1,-3.091192238463103,1.8173076923076925,0.9846737,1,115
548365,2012,Pune Warriors,Rajasthan Royals,170,0,13.722336040828479,287.89915966386553,0.023651497,9,121
548366,2012,Punjab Kings,Sunrisers Hyderabad,190,1,4.142686834191628,8.793103448275861,0.6665437,6,190
548367,2012,Mumbai Indians,Royal Challengers Bengaluru,171,1,4.6729885443933075,7.172568354997759,0.3290042,5,173
548368,2012,Chennai Super Kings,Kolkata Knight Riders,158,1,-0.35089138984674206,16.235294117647058,0.9215449,5,154
548369,2012,Delhi Capitals,Punjab Kings,136,1,0.14759182903157878,2.919642857142856,0.49837896,5,140
548370,2012,Mumbai Indians,Kolkata Knight Riders,140,0,5.851391800338471,32.76521739130435,0.3251873,10,108
548371,2012,Punjab Kings,Chennai Super Kings,120,1,-2.442470140303093,-0.404040404040404,0.65231925,4,123
548372,2012,Delhi Capitals,Royal Challengers Bengaluru,215,0,6.468565603926625,116.21848739495798,0.0234805,8,194
548373,2012,Sunrisers Hyderabad,Rajasthan Royals,126,1,-2.1693942317631905,-0.35999999999999943,0.69430846,5,128
548374,2012,Delhi Capitals,Punjab Kings,141,1,-3.392828702345327,0.54,0.96555954,4,145
548375,2012,Pune Warriors,Kolkata Knight Riders,136,0,8.14367666608803,204.9075630252101,0.32436812,8,101
548376,2012,Royal Challengers Bengaluru,Sunrisers Hyderabad,132,0,1.9602989449147625,53.84873949579832,0.36386913,9,122
548377,2012,Mumbai Indians,Rajasthan Royals,162,1,-1.422948740570261,2.5979381443298966,0.8385616,0,163
548378,2012,Delhi Capitals,Kolkata Knight Riders,162,0,3.91103344126426,106.78991596638656,0.39072838,8,143
548379,2012,Mumbai Indians,Chennai Super Kings,187,0,10.076147747503372,220.48739495798318,0.1756112,9,149
548380,2012,Delhi Capitals,Chennai Super Kings,222,0,6.2894589107937895,19.078686816050027,0.0034852806,10,136
548381,2012,Kolkata Knight Riders,Chennai Super Kings,190,1,0.18734542273388746,5.555555555555555,0.8210323,5,192
597998,2013,Kolkata Knight Riders,Delhi Capitals,128,1,-1.8368480242524636,4.333333333333333,0.92552054,4,129
597999,2013,Mumbai Indians,Royal Challengers Bengaluru,156,0,3.3876862848683076,13.423728813559322,0.29577538,5,153
598000,2013,Pune Warriors,Sunrisers Hyderabad,126,0,4.046141025729013,13.335018963337546,0.2481231,10,104
598001,2013,Delhi Capitals,Rajasthan Royals,165,0,1.7130249705036193,21.932773109243698,0.669734,6,160
598002,2013,Chennai Super Kings,Mumbai Indians,148,0,4.672783199508597,46.99159663865546,0.11348679,9,139
598003,2013,Punjab Kings,Pune Warriors,99,1,-6.453033718591185,-3.196078431372549,0.986603,2,100
598004,2013,Sunrisers Hyderabad,Royal Challengers Bengaluru,130,0,1.2552572370397521,3.5428571428571427,0.43101218,7,129
598005,2013,Kolkata Knight Riders,Rajasthan Royals,144,0,2.6696736969132844,12.421052631578949,0.18163125,10,125
598006,2013,Delhi Capitals,Mumbai Indians,209,0,13.79593483562967,291.98319327731093,0.0044710427,9,159
598007,2013,Chennai Super Kings,Punjab Kings,138,1,0.48067641437721176,3.634615384615385,0.9119959,0,139
598008,2013,Royal Challengers Bengaluru,Kolkata Knight Riders,154,1,-0.29335870779363865,4.666666666666667,0.8037449,2,158
598009,2013,Pune Warriors,Rajasthan Royals,145,1,-3.8936202924484205,0.833333333333333,0.9703039,3,148
598010,2013,Sunrisers Hyderabad,Delhi Capitals,114,1,1.0583095834165388,5.357296908698778,0.8789147,7,115
598011,2013,Pune Warriors,Mumbai Indians,183,0,11.00730895873357,238.8403361344538,0.03371439,8,142
598012,2013,Chennai Super Kings,Royal Challengers Bengaluru,165,1,5.363624805270143,10.173913043478262,0.5502357,6,164
598013,2013,Sunrisers Hyderabad,Kolkata Knight Riders,180,0,13.480401375200943,287.39495798319325,0.23146799,7,131
598014,2013,Rajasthan Royals,Punjab Kings,124,1,-1.7966779846498906,0.36307502315529483,0.93063784,4,126
598015,2013,Chennai Super Kings,Pune Warriors,159,0,8.369466154348045,143.2436974789916,0.19097985,8,134
598016,2013,Kolkata Knight Riders,Punjab Kings,157,0,1.6189776452276254,22.33613445378151,0.3159309,8,152
598017,2013,Royal Challengers Bengaluru,Delhi Capitals,152,0,-0.8652015469745526,6.222222222222221,0.44606566,7,151
598018,2013,Pune Warriors,Sunrisers Hyderabad,119,0,-0.9830029400183407,5.315789473684211,0.43774983,10,108
598019,2013,Mumbai Indians,Rajasthan Royals,179,0,12.915811257157868,47.18181818181818,0.0581537,10,92
598020,2013,Delhi Capitals,Chennai Super Kings,169,0,7.77476973017834,29.657142857142855,0.056421712,10,83
598021,2013,Sunrisers Hyderabad,Punjab Kings,123,1,1.0280663981512193,3.371428571428571,0.79173595,5,127
598022,2013,Chennai Super Kings,Kolkata Knight Riders,119,1,2.127834999008126,6.2504091653027825,0.57900476,6,124
598023,2013,Royal Challengers Bengaluru,Rajasthan Royals,117,1,-2.531979737688351,-0.54,0.96252555,3,123
598024,2013,Delhi Capitals,Mumbai Indians,161,1,-3.437513510143725,5.611111111111111,0.9120526,1,165
598025,2013,Punjab Kings,Pune Warriors,185,1,2.0243203500490403,10.603448275862068,0.49963826,3,186
598026,2013,Chennai Super Kings,Rajasthan Royals,185,1,-0.060794099020037254,4.396551724137931,0.6445465,5,186
598027,2013,Pune Warriors,Royal Challengers Bengaluru,263,0,35.53724284445251,779.344537815126,7.888682e-05,9,132
598028,2013,Delhi Capitals,Punjab Kings,171,0,8.31051915869102,33.73109243697479,0.08757733,6,164
598029,2013,Mumbai Indians,Kolkata Knight Riders,159,1,0.7641042886204261,5.5,0.71194065,5,162
598030,2013,Chennai Super Kings,Sunrisers Hyderabad,159,1,0.6232032029099454,11.948275862068964,0.760121,5,160
598031,2013,Kolkata Knight Riders,Punjab Kings,149,1,-0.6036702159126975,2.8483585200625328,0.69755524,4,150
598032,2013,Rajasthan Royals,Sunrisers Hyderabad,144,1,2.1142190850254066,5.928087545596664,0.84506494,2,146
598033,2013,Royal Challengers Bengaluru,Mumbai Indians,194,0,18.70661132396247,365.34453781512605,0.035321675,7,132
598034,2013,Kolkata Knight Riders,Chennai Super Kings,200,0,4.753491800551427,80.67226890756302,0.18926091,4,185
598035,2013,Pune Warriors,Delhi Capitals,164,0,4.85648376101498,88.53781512605042,0.40278465,4,148
598036,2013,Rajasthan Royals,Royal Challengers Bengaluru,171,1,0.5779507370666481,2.93126022913257,0.5851207,6,173
598037,2013,Punjab Kings,Mumbai Indians,174,0,3.13588860849412,51.73109243697479,0.17653528,9,164
598038,2013,Pune Warriors,Chennai Super Kings,164,0,9.793724556050536,221.64705882352942,0.081141144,9,126
598039,2013,Sunrisers Hyderabad,Mumbai Indians,129,1,-0.9153972536567089,1.9333333333333336,0.68933725,3,130
598040,2013,Delhi Capitals,Kolkata Knight Riders,136,1,0.44415315509365255,2.7497219132369297,0.6916079,3,137
598041,2013,Punjab Kings,Chennai Super Kings,186,0,6.329497844409194,81.3781512605042,0.05885688,6,171
598042,2013,Pune Warriors,Royal Challengers Bengaluru,187,0,6.336426914104025,117.63025210084034,0.14119397,9,166
598043,2013,Kolkata Knight Riders,Rajasthan Royals,132,1,-3.2638057800954368,-0.29110512129380073,0.87317824,2,133
598044,2013,Sunrisers Hyderabad,Delhi Capitals,80,1,-3.6691685894810226,-2.807017543859649,0.9963208,4,81
598045,2013,Punjab Kings,Royal Challengers Bengaluru,174,1,-0.12377558079465087,3.4261363636363633,0.754227,3,176
598046,2013,Chennai Super Kings,Mumbai Indians,139,0,4.652504662445106,7.769230769230769,0.10022012,10,79
598047,2013,Rajasthan Royals,Pune Warriors,178,1,0.20951526160860223,4.738544474393531,0.8510575,5,182
598048,2013,Royal Challengers Bengaluru,Sunrisers Hyderabad,161,1,0.16022461919471653,3.360613810741688,0.6946859,3,162
598049,2013,Rajasthan Royals,Delhi Capitals,154,1,-0.7752032515109499,5.222222222222221,0.8697342,1,155
598050,2013,Kolkata Knight Riders,Mumbai Indians,170,0,7.04649379255735,33.27272727272727,0.08173403,10,105
598051,2013,Sunrisers Hyderabad,Chennai Super Kings,223,0,22.706877028684225,472.78991596638656,0.010668608,8,143
598052,2013,Rajasthan Royals,Punjab Kings,145,1,0.23076709330786316,4.722222222222222,0.8166957,2,147
598053,2013,Pune Warriors,Kolkata Knight Riders,152,0,8.48801136663127,86.56410256410257,0.2022009,10,106
598054,2013,Delhi Capitals,Royal Challengers Bengaluru,183,0,3.844958177292228,39.17647058823529,0.2415711,7,175
598055,2013,Mumbai Indians,Pune Warriors,112,1,-0.15883151953990612,2.45822102425876,0.9931427,5,116
598056,2013,Punjab Kings,Sunrisers Hyderabad,150,0,8.977794246259243,173.94957983193277,0.11272435,9,120
598057,2013,Kolkata Knight Riders,Royal Challengers Bengaluru,115,1,0.26478501185613557,4.378145219266715,0.97345406,5,116
598058,2013,Rajasthan Royals,Chennai Super Kings,141,1,1.1207686841647737,6.166666666666667,0.7200776,5,144
598059,2013,Punjab Kings,Delhi Capitals,120,1,-4.512881945614413,-2.424242424242424,0.6920352,5,121
598060,2013,Mumbai Indians,Sunrisers Hyderabad,178,1,2.289438364834615,7.9375,0.7093751,4,184
598061,2013,Kolkata Knight Riders,Pune Warriors,170,0,3.189026470023054,45.88235294117647,0.18749343,7,161
598062,2013,Delhi Capitals,Chennai Super Kings,168,0,9.102070264899599,203.2941176470588,0.15592824,9,133
598063,2013,Rajasthan Royals,Mumbai Indians,166,0,6.089590389974445,76.33613445378151,0.08116666,7,152
598064,2013,Punjab Kings,Royal Challengers Bengaluru,190,1,3.205303490331431,6.675,0.6753728,4,194
598065,2013,Rajasthan Royals,Sunrisers Hyderabad,136,0,9.064264790542687,132.30252100840337,0.2271511,9,113
598066,2013,Mumbai Indians,Punjab Kings,183,0,7.826286228915176,53.06086956521739,0.093692794,9,133
598067,2013,Delhi Capitals,Pune Warriors,172,0,9.431830092073518,227.2941176470588,0.20548517,9,133
598068,2013,Chennai Super Kings,Royal Challengers Bengaluru,106,0,-3.688297422290525,0.5714285714285712,0.13726729,6,82
598069,2013,Sunrisers Hyderabad,Kolkata Knight Riders,130,1,-1.309508650217529,2.0273184759166067,0.89068526,5,132
598070,2013,Mumbai Indians,Chennai Super Kings,192,0,4.229004135849593,28.285714285714285,0.17055249,10,144
598071,2013,Rajasthan Royals,Sunrisers Hyderabad,132,1,0.7321737025293078,2.924999999999999,0.58738154,6,135
598072,2013,Mumbai Indians,Rajasthan Royals,165,1,0.23840534674914096,3.5279399499582995,0.71281004,6,169
598073,2013,Chennai Super Kings,Mumbai Indians,148,0,10.264727813202757,161.94957983193277,0.035420272,9,120
729279,2014,Mumbai Indians,Kolkata Knight Riders,163,0,12.22372939452115,239.84873949579833,0.17770076,6,122
729281,2014,Royal Challengers Bengaluru,Delhi Capitals,145,1,-0.5966340585892217,2.9547088425593095,0.8180091,2,146
729283,2014,Punjab Kings,Chennai Super Kings,205,1,-0.8272948099596817,3.6111111111111107,0.9309942,4,206
729285,2014,Rajasthan Royals,Sunrisers Hyderabad,133,1,1.2762230347092904,3.145552560646901,0.7181659,6,135
729287,2014,Royal Challengers Bengaluru,Mumbai Indians,115,1,0.1940323058638808,2.258064516129032,0.98138267,3,116
729289,2014,Delhi Capitals,Kolkata Knight Riders,166,1,-0.2305738027008202,3.3600000000000003,0.38690168,6,167
729291,2014,Punjab Kings,Rajasthan Royals,191,1,3.087621873642898,7.277777777777779,0.5593964,3,193
729293,2014,Delhi Capitals,Chennai Super Kings,177,0,7.67938121742106,16.09983633387889,0.06480552,9,84
729295,2014,Sunrisers Hyderabad,Punjab Kings,193,0,11.513614709873117,101.74137931034483,0.017513918,10,121
729297,2014,Rajasthan Royals,Chennai Super Kings,140,0,4.396152088892694,35.294117647058826,0.23516421,10,133
729299,2014,Royal Challengers Bengaluru,Kolkata Knight Riders,150,0,-0.2164234188979465,10.588235294117647,0.18897192,5,147
729301,2014,Delhi Capitals,Sunrisers Hyderabad,184,0,4.261314464989802,27.25423728813559,0.3859942,4,178
729303,2014,Chennai Super Kings,Mumbai Indians,141,1,-0.837120516066086,6.722222222222222,0.93382233,3,142
729305,2014,Rajasthan Royals,Royal Challengers Bengaluru,70,1,-3.7653016420944376,-2.484023339816616,0.99762255,4,71
729307,2014,Kolkata Knight Riders,Punjab Kings,132,0,4.700139809934411,9.441441441441441,0.09786141,10,109
729309,2014,Delhi Capitals,Mumbai Indians,125,1,-0.08737931951067336,2.0999999999999996,0.934259,4,126
729311,2014,Chennai Super Kings,Sunrisers Hyderabad,145,1,-1.5603621597167465,2.3428571428571425,0.9310033,5,146
729313,2014,Punjab Kings,Royal Challengers Bengaluru,124,1,-0.7025291704091748,1.8039215686274508,0.94043165,5,127
729315,2014,Kolkata Knight Riders,Rajasthan Royals,152,0,2.957721576746478,16.53781512605042,0.41844493,8,148
729317,2014,Mumbai Indians,Sunrisers Hyderabad,172,0,7.137047227460476,88.1344537815126,0.23382762,7,156
733971,2014,Kolkata Knight Riders,Chennai Super Kings,148,0,1.659516444271206,5.333333333333334,0.24144632,9,114
733973,2014,Mumbai Indians,Punjab Kings,168,0,1.5122965041874368,6.1078360891445005,0.41631627,5,170
733975,2014,Rajasthan Royals,Delhi Capitals,152,1,0.24290009666673498,2.4375,0.5754635,3,156
733977,2014,Royal Challengers Bengaluru,Sunrisers Hyderabad,155,1,3.356330533548247,6.752021563342318,0.6092254,6,158
733979,2014,Kolkata Knight Riders,Rajasthan Royals,170,0,2.854717117298171,64.03361344537815,0.24875517,6,158
733981,2014,Chennai Super Kings,Delhi Capitals,178,1,1.3657159754432155,4.398220244716352,0.8784346,2,181
733983,2014,Royal Challengers Bengaluru,Mumbai Indians,187,0,3.504213042492435,117.63025210084034,0.43427336,8,166
733985,2014,Kolkata Knight Riders,Delhi Capitals,160,1,-2.1104659648993174,1.273209549071618,0.92654073,2,161
733987,2014,Chennai Super Kings,Punjab Kings,231,0,17.630404563972405,296.92436974789916,0.00053843606,6,180
733989,2014,Rajasthan Royals,Sunrisers Hyderabad,134,0,8.517910502986995,186.85714285714286,0.1802698,10,102
733991,2014,Royal Challengers Bengaluru,Punjab Kings,198,0,14.333773560640196,244.1344537815126,0.01055728,9,156
733993,2014,Sunrisers Hyderabad,Delhi Capitals,143,0,-1.089609263390444,0.25449317038102137,0.54456794,2,44
733995,2014,Chennai Super Kings,Mumbai Indians,157,1,1.4048280284945494,3.299999999999999,0.48331356,6,160
733997,2014,Kolkata Knight Riders,Punjab Kings,149,1,-2.7193067977752348,2.7222222222222223,0.93987924,1,150
733999,2014,Rajasthan Royals,Royal Challengers Bengaluru,190,1,3.894891232612674,9.264069264069263,0.6500604,5,191
734001,2014,Mumbai Indians,Sunrisers Hyderabad,157,1,0.49087814589032763,7.142857142857142,0.70721066,3,160
734003,2014,Chennai Super Kings,Rajasthan Royals,148,1,0.24536161256391095,7.636363636363635,0.62778986,5,149
734005,2014,Delhi Capitals,Royal Challengers Bengaluru,186,0,6.467355219821449,93.47899159663865,0.041245103,7,169
734007,2014,Punjab Kings,Sunrisers Hyderabad,205,1,-5.076304498230236,-1.875,0.9790898,4,211
734009,2014,Kolkata Knight Riders,Mumbai Indians,141,1,-0.5497517386996192,1.6363636363636358,0.9445026,4,142
734011,2014,Delhi Capitals,Rajasthan Royals,201,0,19.820213001321033,377.0924369747899,0.01276826,9,137
734013,2014,Royal Challengers Bengaluru,Chennai Super Kings,138,1,3.0821669076715246,6.031347962382446,0.8449168,5,142
734015,2014,Kolkata Knight Riders,Sunrisers Hyderabad,142,1,1.8973145477103461,4.86021505376344,0.86083215,3,146
734017,2014,Rajasthan Royals,Mumbai Indians,178,0,9.342026594979892,148.3361344537815,0.13310707,8,152
734019,2014,Punjab Kings,Delhi Capitals,164,1,-2.442581416001221,1.2403846153846168,0.76697636,6,165
734021,2014,Sunrisers Hyderabad,Royal Challengers Bengaluru,160,1,-0.17276096351105408,2.882882882882882,0.8863641,3,161
734023,2014,Kolkata Knight Riders,Chennai Super Kings,154,1,-2.201173258979392,0.15000000000000036,0.8948521,2,156
734025,2014,Mumbai Indians,Punjab Kings,156,1,-3.7806072005133107,-1.6046010064701655,0.9199774,3,159
734027,2014,Royal Challengers Bengaluru,Kolkata Knight Riders,195,0,11.853966831454153,171.68067226890756,0.041639097,5,165
734029,2014,Sunrisers Hyderabad,Chennai Super Kings,185,1,-2.4002939719579306,1.250453062703878,0.741899,4,189
734031,2014,Delhi Capitals,Mumbai Indians,173,0,5.984433251603517,88.08403361344537,0.4309003,4,157
734033,2014,Rajasthan Royals,Punjab Kings,179,0,8.57618293507829,93.83193277310924,0.19555162,8,162
734035,2014,Chennai Super Kings,Royal Challengers Bengaluru,154,1,-2.8969959822161893,1.4169278996865193,0.8884513,2,160
734037,2014,Kolkata Knight Riders,Sunrisers Hyderabad,160,1,-1.5319006057976685,5.0,0.7422153,6,161
734039,2014,Punjab Kings,Delhi Capitals,115,1,-3.130572035793094,2.109473684210526,0.97492284,3,119
734041,2014,Mumbai Indians,Rajasthan Royals,189,1,-5.330291221744434,-0.05555555555555536,0.70018905,5,195
734043,2014,Punjab Kings,Kolkata Knight Riders,163,0,7.90820874791944,161.19327731092437,0.22205313,8,135
734045,2014,Chennai Super Kings,Mumbai Indians,173,1,-1.3187651203260338,2.459999999999999,0.66202724,3,176
734047,2014,Chennai Super Kings,Punjab Kings,226,0,5.28033726727311,170.11764705882354,0.0020976334,7,196
734049,2014,Kolkata Knight Riders,Punjab Kings,199,1,-0.32390586233520563,2.0999999999999996,0.6997623,7,200
829705,2015,Kolkata Knight Riders,Mumbai Indians,168,1,0.5631369115494714,6.555555555555555,0.6156629,3,170
829707,2015,Delhi Capitals,Chennai Super Kings,150,0,2.916558419514053,22.6890756302521,0.05898051,9,145
829709,2015,Punjab Kings,Rajasthan Royals,162,0,5.835118572765866,149.14285714285714,0.22992198,8,136
829711,2015,Sunrisers Hyderabad,Chennai Super Kings,209,0,14.62809793918603,267.781512605042,0.0069113346,6,163
829713,2015,Royal Challengers Bengaluru,Kolkata Knight Riders,177,1,1.9263560463877702,7.337167505391804,0.5641312,7,179
829715,2015,Rajasthan Royals,Delhi Capitals,184,1,2.9544613602071874,5.712918660287081,0.4270244,7,182
829717,2015,Mumbai Indians,Punjab Kings,177,0,12.884319428226254,99.98319327731093,0.039766643,7,159
829719,2015,Sunrisers Hyderabad,Royal Challengers Bengaluru,166,0,-3.85397089912461,-1.2393980848153214,0.5492308,2,172
829721,2015,Rajasthan Royals,Mumbai Indians,164,1,1.6473182972262053,4.079999999999999,0.60697323,3,165
829723,2015,Kolkata Knight Riders,Chennai Super Kings,165,1,0.9522590760341414,3.7510489510489506,0.7032903,3,169
829725,2015,Delhi Capitals,Punjab Kings,165,1,-0.05897426032500501,3.2142857142857144,0.69048566,5,169
829727,2015,Rajasthan Royals,Sunrisers Hyderabad,127,1,0.15404832478075522,2.432282003710575,0.93723816,4,127
829729,2015,Chennai Super Kings,Mumbai Indians,183,1,-6.583713737150467,0.9446441409058224,0.89500356,4,189
829731,2015,Sunrisers Hyderabad,Delhi Capitals,167,0,3.3038965438403665,15.781512605042016,0.2438493,7,163
829733,2015,Kolkata Knight Riders,Punjab Kings,155,1,-0.882666492413636,2.2191323692992233,0.8077585,6,159
829735,2015,Rajasthan Royals,Chennai Super Kings,156,1,-2.2586767578664744,4.222222222222221,0.7629007,2,157
829737,2015,Royal Challengers Bengaluru,Mumbai Indians,209,0,9.828595137436597,122.57142857142857,0.0041499976,7,187
829739,2015,Kolkata Knight Riders,Delhi Capitals,146,1,-1.638175962144328,1.9257567104511706,0.8360499,4,147
829741,2015,Punjab Kings,Rajasthan Royals,191,0,5.046471967050594,14.571428571428571,0.23649938,6,187
829743,2015,Kolkata Knight Riders,Sunrisers Hyderabad,176,0,0.3429893768147167,1.6050156739811907,0.5641301,4,101
829745,2015,Royal Challengers Bengaluru,Chennai Super Kings,181,0,8.847405550571276,154.23529411764707,0.17467651,7,154
829747,2015,Mumbai Indians,Delhi Capitals,190,0,10.063163359795139,214.28571428571428,0.45017445,9,153
